root, WNsense, synonyms, definition, Category
feel,WID-01210352-V-??-feel,"(palpate, feel)","examine (a body part) by palpation; ""The nurse palpated the patient's stomach""; ""The runner felt her pulse""",Not-a-Feeling
palpate,WID-01210352-V-??-palpate,"(palpate, feel)","examine (a body part) by palpation; ""The nurse palpated the patient's stomach""; ""The runner felt her pulse""",Not-a-Feeling
grope,WID-01211263-V-??-grope,(grope),"fondle for sexual pleasure; ""He made some sexual advances at the woman in his office and groped her repeatedly""",Social
full,WID-01211531-A-??-full,"(broad, full)","being at a peak or culminating point; ""broad daylight""; ""full summer""",Not-a-Feeling
manipulate,WID-01211699-V-??-manipulate,(manipulate),hold something in one's hands and move it,Not-a-Feeling
last,WID-01212095-A-??-last,"(last, utmost)","highest in extent or degree; ""to the last measure of human endurance""; ""whether they were accomplices in the last degree or a lesser one was...to be determined individually""",Not-a-Feeling
pass,WID-01212230-V-??-pass,"(guide, run, draw, pass)","pass over, across, or through; ""He ran his eyes over her body""; ""She ran her fingers along the carved figurine""; ""He drew her hair through his fingers""",Not-a-Feeling
run,WID-01212230-V-??-run,"(guide, run, draw, pass)","pass over, across, or through; ""He ran his eyes over her body""; ""She ran her fingers along the carved figurine""; ""He drew her hair through his fingers""",Not-a-Feeling
low,WID-01212469-A-??-low,(low),"less than normal in degree or intensity or amount; ""low prices""; ""the reservoir is low""",Wellbeing
seize,WID-01212572-V-??-seize,"(seize, prehend, clutch)","take hold of; grab; ""The sales clerk quickly seized the money on the counter""; ""She clutched her purse""; ""The mother seized her child by the arm""; ""Birds of prey often seize small mammals""",Not-a-Feeling
debase,WID-01212732-A-??-debased,"(debased, devalued, degraded)","lowered in value; ""the dollar is low""; ""a debased currency""",Actions
degrade,WID-01212732-A-??-degraded,"(debased, devalued, degraded)","lowered in value; ""the dollar is low""; ""a debased currency""",Actions
value,WID-01212732-A-??-devalued,"(debased, devalued, degraded)","lowered in value; ""the dollar is low""; ""a debased currency""",Actions
depress,WID-01212867-A-??-depressed,"(depressed, down)","lower than previously; ""the market is depressed""; ""prices are down""",Not-a-Feeling
seize,WID-01213614-V-??-seize,(seize),"take or capture by force; ""The terrorists seized the politicians""; ""The rebels threaten to seize civilian hostages""",Not-a-Feeling
raven,WID-01213908-V-??-raven,(raven),obtain or seize by violence,Not-a-Feeling
falsetto,WID-01214115-A-??-falsetto,(falsetto),"artificially high; above the normal voice range; ""a falsetto voice""",Not-a-Feeling
take,WID-01214265-V-??-take,"(take, get_hold_of)","get into one's hands, take physically; ""Take a cookie!""; ""Can you take this bag, please""",Not-a-Feeling
sharp,WID-01214430-A-??-sharp,"(shrill, sharp)","having or emitting a high-pitched and sharp tone or tones ; ""a shrill whistle""; ""a shrill gaiety""",Not-a-Feeling
treble,WID-01214842-A-??-treble,"(soprano, treble)","having or denoting a high range; ""soprano voice""; ""soprano sax""; ""the boy still had a fine treble voice""; ""the treble clef""",Not-a-Feeling
apprehend,WID-01215137-V-??-apprehend,"(collar, nail, apprehend, arrest, pick_up, nab, cop)","take into custody; ""the police nabbed the suspected criminals""",Not-a-Feeling
cop,WID-01215137-V-??-cop,"(collar, nail, apprehend, arrest, pick_up, nab, cop)","take into custody; ""the police nabbed the suspected criminals""",Not-a-Feeling
low,WID-01215421-A-??-low,"(low, low-pitched)",used of sounds and voices; low in pitch or frequency,Not-a-Feeling
capture,WID-01215421-V-??-capture,"(get, catch, capture)","succeed in catching or seizing, especially after a chase; ""We finally got the suspect""; ""Did you catch the thief?""",Not-a-Feeling
get,WID-01215421-V-??-get,"(get, catch, capture)","succeed in catching or seizing, especially after a chase; ""We finally got the suspect""; ""Did you catch the thief?""",Not-a-Feeling
deep,WID-01215935-A-??-deep,"(bass, deep)","having or denoting a low vocal or instrumental range; ""a deep voice""; ""a bass voice is lower than a baritone voice""; ""a bass clarinet""",Not-a-Feeling
cling,WID-01216331-V-??-cling,"(cling, hang)","hold on tightly or tenaciously; ""hang on to your father's hands""; ""The child clung to his mother's apron""",Not-a-Feeling
clasp,WID-01216522-V-??-clasp,(clasp),hold firmly and tightly,Not-a-Feeling
mimetic,WID-01216807-A-??-mimetic,(mimetic),"exhibiting mimicry; ""mimetic coloring of a butterfly""; ""the mimetic tendency of infancy""- R.W.Hamilton",Not-a-Feeling
mimic,WID-01216981-A-??-mimic,(mimic),"constituting an imitation; ""the mimic warfare of the opera stage""- Archibald Alison",Not-a-Feeling
support,WID-01217043-V-??-support,"(hold, support, sustain, hold_up)","be the physical support of; carry the weight of; ""The beam holds up the roof""; ""He supported me with one hand while I balanced on the beam""; ""What's holding that mirror?""",Actions
buoy,WID-01218512-V-??-buoy,"(buoy, buoy_up)","keep afloat; ""The life vest buoyed him up""",Not-a-Feeling
home,WID-01219827-A-??-home,(home),"used of your own ground; ""a home game""",Not-a-Feeling
tread,WID-01219867-V-??-tread,(tread),brace (an archer's bow) by pressing the foot against the center,Not-a-Feeling
steady,WID-01219993-V-??-steady,"(brace, steady, stabilize, stabilise)","support or hold steady and make steadfast, with or as if with a brace; ""brace your elbows while working on the potter's wheel""",Physiological
slat,WID-01220528-V-??-slat,(slat),close the slats of (windows),Not-a-Feeling
cling,WID-01220885-V-??-cling,"(cling, cleave, adhere, stick, cohere)","come or be in close contact with; stick or hold together and resist separation; ""The dress clings to her body""; ""The label stuck to the box""; ""The sushi rice grains cohere""",Not-a-Feeling
cohere,WID-01220885-V-??-cohere,"(cling, cleave, adhere, stick, cohere)","come or be in close contact with; stick or hold together and resist separation; ""The dress clings to her body""; ""The label stuck to the box""; ""The sushi rice grains cohere""",Not-a-Feeling
behavior,WID-01220984-N-??-behavior,"(behavior, behaviour, conduct, doings)",manner of acting or controlling yourself,Not-a-Feeling
behavior,WID-01220984-N-??-behaviour,"(behavior, behaviour, conduct, doings)",manner of acting or controlling yourself,Not-a-Feeling
behavior,WID-01221254-N-??-behavior,"(behavior, behaviour)",(psychology) the aggregate of the responses or reactions or movements made by an organism in any situation,Not-a-Feeling
behavior,WID-01221254-N-??-behaviour,"(behavior, behaviour)",(psychology) the aggregate of the responses or reactions or movements made by an organism in any situation,Not-a-Feeling
mold,WID-01221405-V-??-mold,(mold),"fit tightly, follow the contours of; ""The dress molds her beautiful figure""",Not-a-Feeling
clasp,WID-01222328-V-??-clasp,(clasp),"grasp firmly; ""The child clasped my hands""",Not-a-Feeling
honest,WID-01222360-A-??-honest,"(honest, honorable)","not disposed to cheat or defraud; not deceptive or fraudulent; ""honest lawyers""; ""honest reporting""",Actions
clasp,WID-01222485-V-??-unclasp,(unclasp),"release from a clasp; ""She clasped and unclasped her hands""",Not-a-Feeling
twist,WID-01222645-V-??-twist,(twist),"turn in the opposite direction; ""twist one's head""",Not-a-Feeling
flip,WID-01222958-V-??-flip,"(flip, flip_over, turn_over)","turn upside down, or throw so as to reverse; ""flip over the pork chop""; ""turn over the pancakes""",Not-a-Feeling
distort,WID-01223182-V-??-distort,"(twist, twine, distort)","form into a spiral shape; ""The cord is all twisted""",Not-a-Feeling
twist,WID-01223182-V-??-twist,"(twist, twine, distort)","form into a spiral shape; ""The cord is all twisted""",Not-a-Feeling
deceit,WID-01223271-A-??-deceitful,"(ambidextrous, deceitful, double-dealing, duplicitous, Janus-faced, two-faced, double-faced, double-tongued)","marked by deliberate deceptiveness especially by pretending one set of feelings and acting under the influence of another; ""she was a deceitful scheming little thing""- Israel Zangwill; ""a double-dealing double agent""; ""a double-faced infernal traitor and schemer""- W.M.Thackeray",Social
stigma,WID-01223488-N-??-stigmatization,"(stigmatization, stigmatisation, branding)",the act of stigmatizing,Not-a-Feeling
wave,WID-01223616-V-??-wave,"(curl, wave)","twist or roll into coils or ringlets; ""curl my hair, please""",Not-a-Feeling
deceit,WID-01223941-A-??-deceitful,"(deceitful, fallacious, fraudulent)","intended to deceive; ""deceitful advertising""; ""fallacious testimony""; ""smooth, shining, and deceitful as thin ice"" - S.T.Coleridge; ""a fraudulent scheme to escape paying taxes""",Social
grip,WID-01224001-V-??-grip,(grip),"hold fast or firmly; ""He gripped the steering wheel""",Not-a-Feeling
courtesy,WID-01224031-N-??-discourtesy,"(discourtesy, offense, offence, offensive_activity)",a lack of politeness; a failure to show regard for others; wounding the feelings or others,Not-a-Feeling
ply,WID-01224653-V-??-ply,(ply),"wield vigorously; ""ply an axe""",Not-a-Feeling
rascal,WID-01224964-A-??-rascally,"(rascally, roguish, scoundrelly, blackguardly)","lacking principles or scruples; ""the rascally rabble""; ""the tyranny of a scoundrelly aristocracy"" - W.M. Thackaray; ""the captain was set adrift by his roguish crew""",Other
dignity,WID-01225299-N-??-indignity,(indignity),an affront to one's dignity or self-esteem,Other
TRUE,WID-01225398-A-??-true,"(truthful, true)","expressing or given to expressing the truth; ""a true statement""; ""gave truthful testimony""; ""a truthful person""",Not-a-Feeling
honest,WID-01225643-A-??-honest,(honest),"marked by truth; ""gave honest answers""; ""honest reporting""",Not-a-Feeling
pump,WID-01225684-V-??-pump,(pump),"operate like a pump; move up and down, like a handle or a pedal; ""pump the gas pedal""",Not-a-Feeling
veracious,WID-01225772-A-??-veracious,(veracious),"habitually speaking the truth; ""a veracious witness""",Actions
mendacious,WID-01226129-A-??-mendacious,(mendacious),"given to lying; ""a mendacious child""",Other
caress,WID-01226215-V-??-caress,"(caress, fondle)","touch or stroke lightly in a loving or endearing manner; ""He caressed her face""; ""They fondled in the back seat of the taxi""",Hedonics
fondle,WID-01226215-V-??-fondle,"(caress, fondle)","touch or stroke lightly in a loving or endearing manner; ""He caressed her face""; ""They fondled in the back seat of the taxi""",Hedonics
honor,WID-01226240-A-??-honourable,"(honorable, honourable)","worthy of being honored; entitled to honor and respect; ""an honorable man""; ""led an honorable life""; ""honorable service to his country""",Other
cut,WID-01227088-V-??-cut,(cut),"penetrate injuriously; ""The glass from the shattered windshield cut into her forehead""",Not-a-Feeling
permeate,WID-01227235-V-??-permeate,"(interpenetrate, permeate)","penetrate mutually or be interlocked; ""The territories of two married people interpenetrate a lot""",Not-a-Feeling
opprobrious,WID-01227546-A-??-opprobrious,"(black, disgraceful, ignominious, inglorious, opprobrious, shameful)","(used of conduct or character) deserving or bringing disgrace or shame; ""Man...has written one of his blackest records as a destroyer on the oceanic islands""- Rachel Carson; ""an ignominious retreat""; ""inglorious defeat""; ""an opprobrious monument to human greed""; ""a shameful display of cowardice""",Social
penetrate,WID-01227675-V-??-penetrate,"(penetrate, perforate)","pass into or through, often by overcoming resistance; ""The bullet penetrated her chest""",Physiological
degrade,WID-01228050-A-??-degrading,"(debasing, degrading)",used of conduct; characterized by dishonor,Not-a-Feeling
shabby,WID-01228159-A-??-shabby,(shabby),"mean and unworthy and despicable; ""shabby treatment""",Other
courtesy,WID-01228245-N-??-courtesy,(courtesy),a courteous or respectful or considerate act,Not-a-Feeling
yellow,WID-01228370-A-??-yellow,(yellow),"cowardly or treacherous; ""the little yellow stain of treason""-M.W.Straight; ""too yellow to stand and fight""",Actions
break,WID-01228396-V-??-break,(break),"pierce or penetrate; ""The blade broke her skin""",Not-a-Feeling
break,WID-01228524-V-??-break,(break),"become punctured or penetrated; ""The skin broke""",Not-a-Feeling
hopeful,WID-01228530-A-??-hopeful,(hopeful),"having or manifesting hope; ""a line of people hopeful of obtaining tickets""; ""found a hopeful way of attacking the problem""",Actions
hope,WID-01229020-A-??-hopeless,(hopeless),"without hope because there seems to be no possibility of comfort or success; ""in an agony of hopeless grief""; ""with a hopeless sigh he sat down""",Actions
imbue,WID-01229071-V-??-imbue,"(permeate, pervade, penetrate, interpenetrate, diffuse, imbue, riddle)","spread or diffuse through; ""An atmosphere of distrust has permeated this administration""; ""music penetrated the entire building""; ""His campaign was riddled with accusations and personal attacks""",Not-a-Feeling
penetrate,WID-01229071-V-??-penetrate,"(permeate, pervade, penetrate, interpenetrate, diffuse, imbue, riddle)","spread or diffuse through; ""An atmosphere of distrust has permeated this administration""; ""music penetrated the entire building""; ""His campaign was riddled with accusations and personal attacks""",Not-a-Feeling
permeate,WID-01229071-V-??-permeate,"(permeate, pervade, penetrate, interpenetrate, diffuse, imbue, riddle)","spread or diffuse through; ""An atmosphere of distrust has permeated this administration""; ""music penetrated the entire building""; ""His campaign was riddled with accusations and personal attacks""",Not-a-Feeling
